Coefficients order=180 center=CT2077:180
Observation time
          B0 angle & Nmax:        0          180





Max Harmonic Order:180              Units: Gauss
 
  l   m      g(uT)      h(uT)
  131   10         -0.156         -1.552
  131   11          1.042         -0.829
  131   12         -0.482          0.202
  131   13          0.452          0.032
  131   14         -1.682          0.464
  131   15          1.411         -0.848
  131   16          0.086         -0.067
  131   17         -0.654         -1.288
  131   18          2.547          0.177
  131   19         -0.897         -0.911
  131   20         -1.386          1.339
  131   21         -0.834         -1.047
  131   22          0.375          0.110
  131   23         -0.571          0.470
  131   24          0.166          0.306
  131   25          0.054          0.449
  131   26         -0.333          0.242
  131   27          0.155         -1.136
  131   28          1.342         -0.475
  131   29         -0.443         -0.536
  131   30         -0.889         -0.446
  131   31         -0.270         -0.148
  131   32          0.290          0.013
  131   33         -0.868          0.027
  131   34          0.253          0.239
  131   35         -0.272         -0.768
  131   36          0.256         -0.222
  131   37         -0.047         -0.807
  131   38         -0.758          1.119
  131   39         -0.530          0.207
  131   40          0.746          0.043
  131   41          0.105          0.440
  131   42         -0.294          0.208
  131   43          0.699         -0.245
  131   44         -0.770          0.691
  131   45          0.278         -0.489
  131   46          0.160         -0.317
  131   47          0.063         -0.012
  131   48          0.073          0.783
  131   49          0.666          0.669
  131   50         -0.505         -0.690
  131   51         -0.043         -0.846
  131   52          0.533          0.338
  131   53         -0.074         -0.668
  131   54         -0.341         -0.442
  131   55         -0.100          0.143
  131   56          0.108          0.209
  131   57          0.040          0.180
  131   58          0.197         -0.325
  131   59         -0.352         -0.698
  131   60          0.198          0.423
  131   61          0.546          0.030
  131   62         -0.515          0.039
  131   63          0.478         -0.485
  131   64         -0.522         -0.144
  131   65         -0.051          0.086
  131   66         -1.286          0.434
  131   67         -0.292          0.352
  131   68          0.986          0.729
  131   69          0.239          0.043
  131   70          0.877          0.106
  131   71         -0.875         -0.792
  131   72          0.040         -0.099
  131   73         -0.180          0.021
  131   74          0.765          0.604
  131   75         -0.012         -0.157
  131   76         -0.092          0.006
  131   77          0.232         -1.046
  131   78          0.659          0.170
  131   79         -0.246          0.489
  131   80          0.103          0.232
  131   81          0.385         -0.803
  131   82          0.562         -0.356
  131   83         -0.781         -0.584
  131   84         -0.242          0.131
  131   85          0.267          0.435
  131   86         -0.668          0.255
  131   87         -0.099         -0.123
  131   88         -0.463          0.145
  131   89          0.080         -0.116
  131   90         -0.672          0.130
  131   91          0.075          0.608
  131   92          0.861          0.097
  131   93          0.168         -0.680
  131   94          0.219          0.521
  131   95          0.071          0.625
  131   96         -0.012          0.582
  131   97          0.554         -0.486
  131   98         -0.637         -0.308
  131   99         -0.036          0.614
  131  100         -0.345         -0.524
  131  101         -0.645          0.191
  131  102          0.592          0.144
  131  103         -1.771         -0.258
  131  104          0.492          0.176
  131  105          0.329          0.018
  131  106         -0.511         -0.553
  131  107          0.272         -0.128
  131  108          0.116         -0.010
  131  109         -0.164          0.044
  131  110          0.424         -0.119
  131  111          0.437         -1.090
  131  112          0.011         -0.658
  131  113         -0.494         -0.266
  131  114         -0.840          0.589
